name,ra,dec,t_zero,period,width
105592_AD_CYCLE1807,311.258058893031,-35.4277711682222,2458202.5427314816,1.543340163960301,1.829361111111111
105592_AD_CYCLE1807_DC,311.258058893031,-35.4277711682222,2458202.542523148,1.5433415666127548,1.829361111111111
105651_AD_CYCLE1807,312.011483399997,-35.8424900093416,2458203.2268287037,4.200368324342315,3.158333333333333
105651_AD_CYCLE1807_DC,312.011483399997,-35.8424900093416,2458203.2270486113,4.20036909510625,3.180972222222222
105674_AD_CYCLE1807,177.324100816685,-33.3857187762122,2458101.5372453704,4.331245503145567,1.8096944444444443
105674_AD_CYCLE1807_DC,177.324100816685,-33.3857187762122,2458101.538287037,4.331196186329224,1.8096944444444443
105675_AD_CYCLE1807,179.162774080874,-33.9551243265595,2458098.399710648,0.6650570452106065,2.023397222222222
105675_AD_CYCLE1807_DC,179.162774080874,-33.9551243265595,2458099.335358796,6.937041216717338,2.6572722222222223
105704_AD_CYCLE1807,309.297876563507,-35.98458184974,2458201.5697916667,5.631197381664607,2.4185416666666666
105704_AD_CYCLE1807_DC,309.297876563507,-35.98458184974,2458201.577141204,5.630846591540475,2.7252527777777775
101101_AS_CYCLE1706,89.5988450039558,-30.8117893082496,2457607.9977893517,1.3373393199445023,1.8064083333333332
101135_AS_CYCLE1706,139.416523602358,-15.5995646680405,2457676.147627315,9.577893242526667,6.902388888888888
