noi_id	lc_flag	tag	cat_prod_id	obj_id	ra_deg	dec_deg	epoch_sec	period_sec	width_sec
103527	AD	CYCLE1807_DC	5226623	008625	75.7955654461153	-30.399375655975	114383133	76209.5826935806	2947.18
103527	AD	CYCLE1807	5226623	008625	75.7955654461153	-30.399375655975	114485897	237457.232986735	25447.3
103529	AD	CYCLE1807_DC	5226623	016972	76.2303616283	-31.3182034389764	114578160	390877.867292265	9551.83
103529	AD	CYCLE1807	5226623	016972	76.2303616283	-31.3182034389764	114970982	781619.67945422	8711.8
103547	AD	CYCLE1807_DC	5226640	030822	320.263854558989	-52.5054604896397	104279882	283638.456679201	12741.5
103547	AD	CYCLE1807	5226640	030822	320.263854558989	-52.5054604896397	104279888	283639.662363451	12741.5
103551	AD	CYCLE1807_DC	5226640	013304	320.062801110581	-51.3036169881897	105708688	1896755.0266305	11567.5
103551	AD	CYCLE1807	5226640	013304	320.062801110581	-51.3036169881897	105708751	1896750.16460829	11567.5
103555	AD	CYCLE1807_DC	5226640	025111	319.581272774095	-52.1127860840665	104297152	236329.442005686	6499.25
103555	AD	CYCLE1807	5226640	025111	319.581272774095	-52.1127860840665	104297046	236333.468692772	6499.25
103559	AD	CYCLE1802	5068212	054338	229.801168209945	-25.8889236337737	96895231	121721.109128429	40031.8
103559	AD	CYCLE1807_DC	5068212	054338	229.801168209945	-25.8889236337737	97023600	286428.268798822	6539.04
103559	AD	CYCLE1807	5068212	054338	229.801168209945	-25.8889236337737	96894238	121729.961300265	40045.9
