1,0.0015210000011478542
2,0.0005423333334420022
4,0.0004726666674059743
8,0.0005219999984262813
16,0.0006103333358709051
32,0.0005963333347125399
64,0.0006710000011622697
128,0.0009880000018114288
256,0.00140133333417225
512,0.002280333333359863
1024,0.004203666669155837
2048,0.008029333335812794
4096,0.015443666668701894
8192,0.03067433333256986
16384,0.060672333333400275
32768,0.12130333333324472
65536,0.25520499999984736
131072,0.5013256666661192
262144,0.9942783333332983
524288,1.9620036666694318
1048576,3.8273203333357486
