1,0.08207899999987944
2,0.08312900000042589
4,0.08964799999624518
8,0.08125366666860145
16,0.08881433333414179
32,0.08982733333162685
64,0.07632333333340569
128,0.08640433333617636
256,0.0774713333356658
512,0.10985166666870327
1024,0.11233233333278747
2048,0.11971699999975272
4096,0.15962733333552137
8192,0.17446933333253867
16384,0.27836266666732
32768,0.4726129999994555
65536,0.832568333334649
131072,1.47248466666845
262144,2.760548666666196
524288,5.345490999998503
1048576,9.949738666666263
