1,0.0009610000027748811
2,0.0007536666650764801
4,0.0009310000002926699
8,0.0009516666686693043
16,0.0012446666641352522
32,0.001454999998884432
64,0.0020076666665147513
128,0.001966000002795454
256,0.0039243333318950135
512,0.005356666665434773
1024,0.010147666668558486
2048,0.021434333335434985
4096,0.03909566666564501
8192,0.08521066666986599
16384,0.17010100000227624
32768,0.3210173333332733
65536,0.646271333332038
131072,1.553379333332927
262144,2.969592000000887
524288,7.196369333335895
1048576,11.863311999998416
