1,0.022788666665718438
2,0.003676666667118411
4,0.001108666665672331
8,0.0005683333323958095
16,0.0006370000015465394
32,0.0007986666656023544
64,0.0013366666653524817
128,0.002264666668594373
256,0.0032293333319444173
512,0.007076000000338922
1024,0.009769666666059607
2048,0.01606033333203527
4096,0.03154866666470468
8192,0.07362033333357942
16384,0.12978033333119754
32768,0.25535166666905695
65536,0.5021063333334297
131072,1.0034570000016174
262144,1.9369126666685332
524288,3.796591333331989
1048576,7.523714999998532
